sample_id,station,month,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf
1704,73,1,0.122424394,591.0,1205.0,2512.0,1927.0,2135.0,3509.0,12600.0,13120.0,13384.0,12600.0,12664.0,13072.0,541.0,672.0,1754.0,500.0,466.0,547.0,69.0,474.0,395.0,35.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
1705,39,7,0.043333333,634.0,1070.0,2692.0,1611.0,2810.0,4304.0,14176.0,14728.0,14800.0,14176.0,13968.0,14072.0,225.0,325.0,491.0,618.0,572.0,694.0,82.0,648.0,618.0,14710.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
1706,55,10,0.9473787,218.0,395.0,2008.0,663.0,3168.0,6704.0,14336.0,14472.0,14832.0,14336.0,14160.0,14512.0,824.0,1337.0,2580.0,1511.0,1329.0,1631.0,220.0,1634.0,1882.0,235.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
1707,26,11,0.0065756636,575.0,1437.0,2112.0,2564.0,1068.0,1995.0,14312.0,14704.0,15168.0,14312.0,13728.0,14000.0,616.0,757.0,1431.0,633.0,576.0,727.0,115.0,732.0,794.0,83.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
1708,14,7,0.6,398.0,700.0,3056.0,1180.0,4016.0,6236.0,15048.0,15176.0,15280.0,15048.0,14824.0,14864.0,3130.0,3625.0,4024.0,3602.0,3410.0,3903.0,287.0,4001.0,4008.0,7454.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
1709,54,10,0.878,172.0,386.0,2286.0,483.0,3586.0,7068.0,14304.0,14432.0,14832.0,14304.0,14176.0,14512.0,729.0,1256.0,2376.0,1334.0,1250.0,1546.0,227.0,1627.0,1766.0,354.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1710,56,9,0.9577595,202.0,303.0,3052.0,561.0,5196.0,8164.0,14616.0,14848.0,14904.0,14616.0,14480.0,14616.0,793.0,1560.0,2718.0,2186.0,1966.0,2458.0,429.0,2677.0,2436.0,501.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
1711,38,8,0.095,494.0,992.0,2578.0,1544.0,2968.0,4756.0,14464.0,14616.0,14848.0,14464.0,13912.0,14080.0,265.0,372.0,491.0,578.0,534.0,623.0,74.0,537.0,533.0,849.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
1712,6,1,0.02968763,634.0,1115.0,1604.0,2636.0,929.0,1798.0,13928.0,14256.0,14400.0,13928.0,13160.0,13304.0,470.0,646.0,1185.0,404.0,390.0,434.0,34.0,404.0,375.0,44.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1713,14,9,0.70533335,304.0,522.0,3032.0,789.0,4520.0,6868.0,15104.0,15248.0,15344.0,15104.0,14848.0,14920.0,3105.0,3836.0,3897.0,3915.0,3747.0,4285.0,347.0,4424.0,4199.0,7799.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
1714,4,6,0.9715,278.0,254.0,3860.0,898.0,6792.0,8720.0,15080.0,15168.0,15336.0,15080.0,14504.0,14664.0,958.0,1498.0,2511.0,2649.0,2433.0,2718.0,242.0,2802.0,2786.0,399.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
1715,103,5,0.0,1611.0,4824.0,5800.0,6872.0,777.0,958.0,15648.0,15872.0,15976.0,15648.0,14856.0,14968.0,999.0,1223.0,1757.0,1228.0,1164.0,1349.0,156.0,1317.0,1394.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
1716,57,6,0.91,219.0,304.0,3822.0,628.0,6376.0,8608.0,14760.0,14960.0,15088.0,14760.0,14568.0,14784.0,722.0,1414.0,2531.0,2831.0,2639.0,2953.0,230.0,2825.0,2800.0,1161.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
1717,6,10,0.01845,627.0,1049.0,1580.0,2496.0,1041.0,2046.0,14736.0,14992.0,15576.0,14736.0,13720.0,13984.0,473.0,713.0,1133.0,655.0,621.0,730.0,77.0,753.0,810.0,97.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1718,54,8,0.9117781,85.0,140.0,3104.0,344.0,5536.0,9128.0,14856.0,14952.0,15056.0,14856.0,14656.0,14752.0,666.0,1129.0,2452.0,2863.0,2588.0,3075.0,437.0,2863.0,2661.0,751.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1719,71,10,0.4252174,561.0,1441.0,2776.0,2532.0,1940.0,3168.0,14184.0,14872.0,15024.0,14184.0,14056.0,14304.0,812.0,1124.0,1801.0,1314.0,1205.0,1373.0,131.0,1343.0,1390.0,9963.0,4.0,-4882.0,836.0,-4.0,0.0,805.0,-1387.0,156.0,156.0,88.0
1720,43,2,0.014034875,801.0,1414.0,1992.0,2608.0,1044.0,1718.0,13680.0,14352.0,14672.0,13680.0,13312.0,13504.0,506.0,680.0,914.0,456.0,417.0,488.0,65.0,444.0,440.0,3232.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
1721,37,5,0.02998064,1991.0,2316.0,2686.0,1588.0,616.0,538.0,13648.0,14160.0,14728.0,13648.0,13648.0,13888.0,251.0,335.0,485.0,445.0,429.0,464.0,65.0,454.0,464.0,1396.0,8.0,-8256.0,564.0,3.0,53.0,3521.0,-2768.0,148.0,157.0,0.0
1722,102,2,0.0,2358.0,4984.0,5864.0,6828.0,807.0,844.0,14872.0,15416.0,15656.0,14872.0,14544.0,14680.0,1213.0,1539.0,2574.0,929.0,785.0,1073.0,203.0,1000.0,1013.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
1723,74,7,0.5286667,273.0,531.0,2992.0,995.0,4444.0,7120.0,14872.0,14952.0,15024.0,14872.0,14360.0,14440.0,515.0,803.0,1537.0,2295.0,2132.0,2379.0,169.0,2160.0,1934.0,468.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1724,44,6,0.00845,813.0,1634.0,2510.0,2798.0,1437.0,2148.0,15600.0,15920.0,16160.0,15600.0,14256.0,14504.0,513.0,617.0,902.0,919.0,806.0,958.0,107.0,807.0,905.0,184.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
1725,56,4,0.727866,345.0,597.0,3242.0,1041.0,4520.0,6376.0,14512.0,14664.0,14928.0,14512.0,14072.0,14304.0,786.0,1642.0,2425.0,1109.0,989.0,1250.0,199.0,1243.0,1377.0,5878.0,1.0,-3085.0,416.0,-4.0,0.0,12.0,2786.0,157.0,157.0,653.0
1726,69,6,0.94016,141.0,208.0,3948.0,630.0,6588.0,9008.0,14576.0,14840.0,14928.0,14576.0,14424.0,14520.0,554.0,887.0,1687.0,1662.0,1546.0,1752.0,216.0,2076.0,1785.0,8573.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
1727,52,10,0.905418,123.0,308.0,2380.0,442.0,4012.0,7832.0,14128.0,14472.0,14600.0,14128.0,14192.0,14312.0,687.0,1140.0,2435.0,1293.0,1239.0,1546.0,216.0,1414.0,1593.0,867.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
1728,10,6,0.9281815,142.0,245.0,4668.0,670.0,7172.0,9000.0,14904.0,14984.0,15104.0,14904.0,14816.0,14912.0,1164.0,1802.0,3134.0,3519.0,3310.0,3722.0,422.0,3519.0,3426.0,921.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
1729,73,4,0.05583705,639.0,1272.0,2728.0,2037.0,2338.0,3640.0,14192.0,14496.0,14880.0,14192.0,13528.0,13984.0,627.0,845.0,1458.0,702.0,643.0,756.0,85.0,795.0,900.0,2346.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
1730,6,8,0.008133333,685.0,1218.0,2168.0,2440.0,1718.0,2912.0,15480.0,15920.0,16096.0,15480.0,14392.0,14520.0,470.0,646.0,1185.0,1453.0,1314.0,1555.0,169.0,1483.0,1382.0,3813.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1731,7,6,0.0544,604.0,1074.0,2720.0,2448.0,2832.0,4336.0,15272.0,15712.0,15848.0,15272.0,14328.0,14488.0,489.0,673.0,1099.0,1166.0,1051.0,1269.0,157.0,1287.0,1298.0,4681.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
1732,14,7,0.747,299.0,531.0,3292.0,897.0,4796.0,7200.0,15096.0,15208.0,15272.0,15096.0,14840.0,14888.0,3230.0,3906.0,4054.0,3602.0,3410.0,3903.0,287.0,3929.0,3998.0,703.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
1733,19,1,0.85686696,264.0,261.0,1590.0,591.0,2972.0,7180.0,13344.0,13616.0,13776.0,13344.0,13440.0,13568.0,547.0,959.0,1874.0,390.0,317.0,435.0,85.0,502.0,445.0,829.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
1734,73,7,0.699,229.0,413.0,3366.0,849.0,5236.0,7816.0,14904.0,14968.0,15088.0,14904.0,14392.0,14608.0,577.0,806.0,1846.0,2274.0,2152.0,2380.0,166.0,2413.0,2078.0,13715.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
1735,4,6,0.94739336,294.0,349.0,3436.0,905.0,6072.0,8312.0,14848.0,15104.0,15280.0,14848.0,14480.0,14648.0,836.0,1390.0,2390.0,2649.0,2433.0,2718.0,242.0,2449.0,2817.0,858.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
1736,71,11,0.17985,580.0,1619.0,2660.0,1613.0,1445.0,2434.0,14048.0,14472.0,14832.0,14048.0,13864.0,14040.0,981.0,1211.0,1656.0,876.0,782.0,938.0,127.0,1034.0,995.0,6372.0,4.0,-4882.0,836.0,-4.0,0.0,805.0,-1387.0,156.0,156.0,88.0
1737,54,1,0.47084463,201.0,448.0,1106.0,1008.0,1436.0,4288.0,13328.0,13776.0,13944.0,13328.0,13664.0,13712.0,655.0,1271.0,2324.0,467.0,411.0,498.0,74.0,511.0,471.0,489.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1738,57,7,0.9117207,227.0,219.0,3038.0,544.0,5568.0,8688.0,14960.0,15008.0,15128.0,14960.0,14768.0,14808.0,739.0,1356.0,2199.0,3218.0,3060.0,3592.0,460.0,4101.0,3607.0,29105.0,1.0,9485.0,-213.0,-4.0,-1.0,14.0,606.0,157.0,156.0,654.0
1739,7,11,0.025948472,518.0,703.0,1252.0,2032.0,1150.0,2808.0,13856.0,14384.0,14912.0,13856.0,13480.0,13824.0,480.0,661.0,1178.0,469.0,441.0,513.0,62.0,442.0,565.0,264.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
1740,14,9,0.8365,181.0,388.0,3756.0,758.0,5600.0,8148.0,15072.0,15120.0,15200.0,15072.0,14840.0,14904.0,3352.0,3592.0,3939.0,3915.0,3747.0,4285.0,347.0,4437.0,4327.0,7799.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
1741,4,5,0.9041,287.0,340.0,4472.0,827.0,7212.0,8592.0,14472.0,15008.0,15272.0,14472.0,14232.0,14496.0,836.0,1390.0,2390.0,1904.0,1632.0,2228.0,374.0,2371.0,2131.0,1224.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
1742,9,12,0.84687567,198.0,392.0,1549.0,634.0,2356.0,6092.0,13800.0,14376.0,14536.0,13800.0,14048.0,14264.0,1064.0,1837.0,3508.0,892.0,776.0,1007.0,200.0,1103.0,1091.0,912.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
1743,68,12,0.77726394,423.0,720.0,1610.0,696.0,1744.0,3820.0,12816.0,13312.0,13608.0,12816.0,12896.0,13360.0,497.0,727.0,1744.0,436.0,406.0,505.0,90.0,435.0,453.0,1988.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
1744,8,12,0.031764556,366.0,426.0,713.0,1263.0,681.0,2520.0,13352.0,13744.0,14160.0,13352.0,13136.0,13416.0,480.0,661.0,1178.0,412.0,382.0,446.0,34.0,449.0,444.0,149.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1745,103,4,0.0,1678.0,5084.0,6152.0,7220.0,806.0,978.0,15520.0,15712.0,15944.0,15520.0,14720.0,14848.0,1065.0,1225.0,1749.0,1055.0,962.0,1132.0,159.0,1163.0,1159.0,0.0,0.0,-4901.0,827.0,-1.0,1.0,578.0,301.0,157.0,157.0,696.0
1746,67,7,0.953295,150.0,244.0,3920.0,562.0,6472.0,8928.0,14648.0,14704.0,14792.0,14648.0,14416.0,14496.0,497.0,727.0,1744.0,2072.0,1903.0,2186.0,294.0,1983.0,1871.0,11097.0,2.0,9094.0,-308.0,0.0,3.0,521.0,-106.0,157.0,156.0,356.0
1747,39,2,0.043859754,9400.0,1198.0,2788.0,655.0,1719.0,3015.0,13144.0,13464.0,13560.0,13144.0,13056.0,13376.0,265.0,372.0,491.0,192.0,170.0,215.0,30.0,224.0,233.0,1252.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
1748,11,7,0.899405,115.0,224.0,3744.0,420.0,6200.0,8872.0,14960.0,15032.0,15112.0,14960.0,14816.0,14880.0,1154.0,1785.0,3115.0,4191.0,3753.0,4465.0,501.0,4348.0,4065.0,14113.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
1749,53,11,0.8741879,151.0,398.0,1358.0,774.0,1696.0,4864.0,14056.0,14248.0,14552.0,14056.0,14104.0,14272.0,666.0,1129.0,2452.0,809.0,685.0,868.0,113.0,885.0,1019.0,450.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1750,15,11,0.9674282,165.0,323.0,1405.0,554.0,2204.0,6172.0,13688.0,13784.0,14216.0,13688.0,13624.0,13880.0,698.0,1071.0,1589.0,792.0,694.0,836.0,149.0,711.0,831.0,2537.0,7.0,9902.0,111.0,-2.0,6.0,449.0,-1764.0,154.0,156.0,25.0
1751,4,5,0.9083643,242.0,361.0,3872.0,1006.0,6468.0,8312.0,14592.0,15088.0,15248.0,14592.0,14384.0,14600.0,943.0,1376.0,2053.0,1904.0,1632.0,2228.0,374.0,1720.0,1952.0,13974.0,2.0,-882.0,974.0,-2.0,4.0,192.0,-1840.0,156.0,157.0,486.0
1752,25,1,0.005223268,655.0,1540.0,2088.0,2892.0,792.0,1458.0,14144.0,14496.0,14656.0,14144.0,13560.0,13664.0,616.0,757.0,1431.0,495.0,462.0,528.0,63.0,526.0,481.0,60.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
1753,44,4,0.0467,679.0,1220.0,2560.0,2106.0,2336.0,3462.0,14656.0,15040.0,15408.0,14656.0,13656.0,13856.0,533.0,738.0,907.0,569.0,530.0,620.0,102.0,915.0,781.0,579.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
1754,66,9,0.39726928,87.0,327.0,2188.0,451.0,3444.0,7388.0,14016.0,14216.0,14480.0,14016.0,13824.0,13992.0,559.0,862.0,1223.0,596.0,548.0,634.0,78.0,617.0,653.0,4684.0,3.0,2335.0,763.0,-13.0,-6.0,1240.0,-1192.0,154.0,155.0,194.0
1755,50,9,0.01265,935.0,1775.0,2588.0,2918.0,1293.0,1920.0,15608.0,15800.0,15952.0,15608.0,14712.0,14904.0,717.0,894.0,1354.0,1771.0,1595.0,2036.0,309.0,1672.0,1697.0,57.0,3.0,6647.0,-713.0,-3.0,-1.0,990.0,1144.0,156.0,156.0,117.0
1756,9,1,0.6232817,248.0,546.0,1531.0,769.0,2070.0,4876.0,13848.0,14392.0,14464.0,13848.0,14072.0,14272.0,1154.0,1932.0,2793.0,743.0,693.0,799.0,105.0,994.0,978.0,1811.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
1757,20,2,0.68130285,263.0,505.0,1882.0,1035.0,2660.0,5772.0,14376.0,14528.0,15008.0,14376.0,14024.0,14400.0,1320.0,2116.0,2897.0,921.0,793.0,1057.0,196.0,921.0,1003.0,1197.0,1.0,9548.0,-270.0,-8.0,3.0,42.0,400.0,157.0,156.0,875.0
1758,53,11,0.8864389,191.0,401.0,1858.0,534.0,2560.0,5956.0,13968.0,14208.0,14632.0,13968.0,13872.0,14312.0,787.0,1426.0,2403.0,809.0,685.0,868.0,113.0,814.0,956.0,361.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1759,74,7,0.629,204.0,396.0,3196.0,815.0,5012.0,7824.0,14880.0,14960.0,15048.0,14880.0,14376.0,14600.0,575.0,828.0,1903.0,2295.0,2132.0,2379.0,169.0,2521.0,2153.0,13715.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1760,43,5,0.0049,954.0,1578.0,2254.0,3106.0,1108.0,1686.0,15144.0,15808.0,16184.0,15144.0,13928.0,14352.0,506.0,680.0,914.0,729.0,678.0,803.0,116.0,696.0,766.0,7344.0,3.0,-3921.0,914.0,-3.0,-1.0,1664.0,-1498.0,156.0,156.0,116.0
1761,72,1,0.06398767,931.0,1908.0,3044.0,1450.0,1630.0,2326.0,12504.0,13152.0,13640.0,12504.0,12784.0,13344.0,601.0,867.0,1761.0,500.0,460.0,548.0,68.0,557.0,441.0,94.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1762,14,1,0.9665,175.0,268.0,2912.0,528.0,5044.0,8336.0,15016.0,15064.0,15144.0,15016.0,14736.0,14784.0,3130.0,3625.0,4024.0,2756.0,2630.0,2867.0,197.0,2843.0,3042.0,5212.0,11.0,-3071.0,945.0,-22.0,40.0,125.0,-412.0,152.0,155.0,10.0
1763,53,7,0.85333335,130.0,188.0,4640.0,546.0,7316.0,9160.0,14880.0,15000.0,15072.0,14880.0,14680.0,14840.0,729.0,1256.0,2376.0,2785.0,2509.0,3243.0,418.0,3489.0,3156.0,1005.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1764,15,7,0.92078376,124.0,216.0,4236.0,577.0,6880.0,9048.0,14616.0,14736.0,14960.0,14616.0,14344.0,14600.0,773.0,1122.0,1556.0,2109.0,2011.0,2276.0,230.0,2151.0,2071.0,3169.0,7.0,9902.0,111.0,-2.0,6.0,449.0,-1764.0,154.0,156.0,25.0
1765,49,12,0.05685331,796.0,1641.0,2444.0,2582.0,1186.0,1857.0,14648.0,14832.0,15248.0,14648.0,13968.0,14224.0,725.0,891.0,1346.0,586.0,564.0,662.0,96.0,620.0,714.0,133.0,2.0,6952.0,-718.0,-3.0,-1.0,992.0,1547.0,156.0,156.0,116.0
1766,25,8,0.0182,639.0,1545.0,2928.0,2784.0,1878.0,2968.0,15472.0,15792.0,16248.0,15472.0,14648.0,14856.0,632.0,784.0,1670.0,2279.0,2017.0,2403.0,287.0,2438.0,2106.0,717.0,1.0,4335.0,900.0,-6.0,-1.0,1322.0,2011.0,157.0,156.0,540.0
1767,6,7,0.1965,508.0,1044.0,2324.0,1804.0,2208.0,4062.0,15384.0,15552.0,15712.0,15384.0,14360.0,14432.0,444.0,720.0,1131.0,1548.0,1388.0,1655.0,173.0,1682.0,1446.0,847.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1768,74,5,0.0837,527.0,1198.0,2850.0,1730.0,2572.0,4100.0,14600.0,14936.0,15240.0,14600.0,13912.0,14296.0,656.0,802.0,1552.0,1093.0,929.0,1186.0,208.0,1153.0,1254.0,266.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1769,17,11,0.91769195,110.0,354.0,1503.0,706.0,2246.0,6208.0,13592.0,13872.0,14560.0,13592.0,13752.0,14136.0,594.0,1006.0,1730.0,658.0,561.0,700.0,115.0,923.0,869.0,21533.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
1770,74,5,0.081,381.0,747.0,2892.0,1282.0,3702.0,5924.0,14800.0,15000.0,15080.0,14800.0,13984.0,14376.0,635.0,981.0,1518.0,1093.0,929.0,1186.0,208.0,1170.0,1392.0,780.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1771,102,12,0.0,2148.0,4536.0,5428.0,6320.0,840.0,895.0,14904.0,15080.0,15296.0,14904.0,14320.0,14440.0,1155.0,1746.0,2144.0,1040.0,885.0,1109.0,168.0,1093.0,1088.0,0.0,1.0,-6829.0,-664.0,-3.0,4.0,285.0,-786.0,157.0,157.0,1105.0
1772,38,9,0.03815,573.0,1175.0,2550.0,1968.0,2232.0,3670.0,13912.0,14392.0,14840.0,13912.0,13792.0,14040.0,225.0,325.0,491.0,422.0,365.0,452.0,47.0,458.0,439.0,3761.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
1773,9,6,0.932455,125.0,180.0,3892.0,476.0,6600.0,8952.0,14864.0,14928.0,15040.0,14864.0,14760.0,14792.0,1150.0,1742.0,2833.0,3519.0,3310.0,3722.0,422.0,3874.0,3603.0,8376.0,0.0,-9030.0,-415.0,-5.0,6.0,28.0,-820.0,157.0,157.0,856.0
1774,73,9,0.0905,429.0,840.0,2532.0,1560.0,2956.0,5148.0,14424.0,14736.0,15064.0,14424.0,14056.0,14272.0,650.0,804.0,1528.0,1434.0,1306.0,1532.0,204.0,1498.0,1504.0,719.0,1.0,5685.0,788.0,0.0,0.0,584.0,3795.0,157.0,157.0,257.0
1775,52,3,0.2819275,313.0,688.0,1636.0,1655.0,1764.0,4152.0,14064.0,14464.0,14792.0,14064.0,13784.0,14152.0,696.0,1531.0,2191.0,625.0,518.0,713.0,135.0,478.0,704.0,8724.0,10.0,-4753.0,-876.0,-13.0,13.0,351.0,-2414.0,153.0,155.0,14.0
1776,11,1,0.47131908,253.0,547.0,1628.0,984.0,2062.0,4864.0,14144.0,14216.0,14472.0,14144.0,13840.0,13976.0,1150.0,1742.0,2833.0,743.0,693.0,799.0,105.0,712.0,744.0,12894.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
1777,68,1,0.69627035,1199.0,1060.0,1612.0,695.0,1536.0,2064.0,12600.0,13176.0,13448.0,12600.0,12840.0,13208.0,554.0,887.0,1687.0,428.0,320.0,498.0,114.0,473.0,394.0,2227.0,2.0,8999.0,384.0,0.0,8.0,525.0,-578.0,156.0,157.0,361.0
1778,19,3,0.70825744,210.0,345.0,1784.0,854.0,2864.0,6632.0,13552.0,13872.0,14264.0,13552.0,13592.0,13824.0,509.0,917.0,1772.0,514.0,457.0,560.0,111.0,515.0,567.0,750.0,1.0,4123.0,-884.0,-3.0,11.0,367.0,-1484.0,155.0,157.0,35.0
1779,11,12,0.83037,187.0,483.0,1877.0,766.0,2278.0,5544.0,14152.0,14280.0,14472.0,14152.0,13888.0,14088.0,1154.0,1785.0,3115.0,892.0,776.0,1007.0,200.0,951.0,923.0,22626.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
1780,53,9,0.8875,108.0,229.0,2700.0,367.0,4668.0,8384.0,14472.0,14856.0,15048.0,14472.0,14328.0,14688.0,666.0,1129.0,2452.0,2072.0,1799.0,2329.0,365.0,2543.0,2263.0,976.0,6.0,8688.0,486.0,-12.0,17.0,370.0,-2042.0,152.0,156.0,1.0
1781,38,7,0.0775,581.0,1068.0,2596.0,1639.0,2712.0,4224.0,14528.0,14816.0,14936.0,14528.0,14032.0,14072.0,217.0,321.0,514.0,618.0,572.0,694.0,82.0,593.0,561.0,14710.0,9.0,-9555.0,148.0,5.0,37.0,3513.0,-2751.0,147.0,156.0,0.0
1782,8,6,0.131,666.0,1163.0,2312.0,2614.0,2008.0,3298.0,15304.0,15904.0,16112.0,15304.0,14320.0,14512.0,466.0,661.0,1105.0,1166.0,1051.0,1269.0,157.0,1251.0,1235.0,365.0,2.0,7205.0,-58.0,-7.0,2.0,1652.0,3584.0,157.0,156.0,374.0
1783,74,8,0.113,427.0,948.0,2792.0,1586.0,3126.0,5080.0,14880.0,15088.0,15176.0,14880.0,14432.0,14608.0,601.0,867.0,1761.0,1963.0,1823.0,2041.0,180.0,1799.0,1870.0,782.0,2.0,9831.0,-67.0,0.0,2.0,588.0,-319.0,157.0,157.0,245.0
1784,7,5,0.1416,634.0,1199.0,2958.0,2156.0,2904.0,4168.0,14832.0,15176.0,15568.0,14832.0,14080.0,14256.0,444.0,720.0,1131.0,892.0,827.0,962.0,107.0,955.0,956.0,787.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
1785,7,4,0.0342,636.0,973.0,1804.0,2284.0,1802.0,3186.0,14408.0,15008.0,15232.0,14408.0,13760.0,14024.0,473.0,713.0,1133.0,560.0,529.0,607.0,70.0,673.0,732.0,598.0,1.0,-9449.0,-38.0,-1.0,3.0,1652.0,100.0,156.0,157.0,373.0
1786,17,2,0.8208818,124.0,310.0,1677.0,422.0,2710.0,6880.0,12984.0,13496.0,13592.0,12984.0,13104.0,13296.0,542.0,889.0,1907.0,391.0,360.0,443.0,85.0,288.0,290.0,543.0,3.0,-5973.0,-415.0,-12.0,14.0,364.0,486.0,155.0,156.0,33.0
1787,5,2,0.51291424,417.0,854.0,1785.0,1669.0,1747.0,3482.0,13776.0,14168.0,14632.0,13776.0,13456.0,13608.0,773.0,1415.0,2375.0,615.0,526.0,668.0,157.0,666.0,637.0,987.0,1.0,7876.0,504.0,-3.0,1.0,183.0,234.0,157.0,156.0,481.0
1788,11,9,0.841285,108.0,189.0,2448.0,345.0,4416.0,8568.0,14816.0,14952.0,15000.0,14816.0,14656.0,14880.0,1150.0,1742.0,2833.0,2631.0,2388.0,3090.0,470.0,2487.0,2985.0,12364.0,0.0,-5372.0,822.0,-2.0,6.0,27.0,593.0,157.0,157.0,856.0
